id,Protein names,Gene names,STY_30m_med,STY_4h_med
5476,Mitochondrial thiamine pyrophosphate carrier,SLC25A19,0.985515,1.0791024999999999
5477,Echinoderm microtubule-associated protein-like 4,EML4,0.9726049999999999,1.08305
5478,"rRNA methyltransferase 3, mitochondrial",RNMTL1,0.83984,NA
5479,Glyoxalase domain-containing protein 4,GLOD4,1.144325,0.968905
5481,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,1.00184,0.9494325
5484,Pre-mRNA-splicing factor CWC22 homolog,CWC22,1.42035,1.346
5485,Progressive ankylosis protein homolog,ANKH,1.20595,0.9085799999999999
5486,Synaptic vesicle membrane protein VAT-1 homolog-like,VAT1L,1.380375,0.7539825
5487,Chromodomain-helicase-DNA-binding protein 8,CHD8,1.05236,0.9600850000000001
5490,GPN-loop GTPase 1,GPN1,1.39465,1.0581999999999998
5491,Stromal cell-derived factor 2-like protein 1,SDF2L1,1.1216,0.998345
5492,Pre-mRNA-splicing factor SYF1,XAB2,1.0673,1.1405750000000001
5493,Prolactin regulatory element-binding protein,PREB,1.24525,1.05246
5495,Steroid receptor RNA activator 1,SRA1,1.117725,1.06255
5496,Manganese-transporting ATPase 13A1,ATP13A1,0.9840675000000001,0.9285650000000001
5497,Golgi-associated PDZ and coiled-coil motif-containing protein,GOPC,1.166555,1.0774249999999999
5498,"39S ribosomal protein L47, mitochondrial",MRPL47,1.1155249999999999,1.0280174999999998
5499,LYR motif-containing protein 4,LYRM4,1.084125,0.9488175
5500,Transmembrane 9 superfamily member 3,TM9SF3,1.051545,1.0008750000000002
5501,Ran guanine nucleotide release factor,RANGRF,0.9197825,1.055175
5502,Adipocyte plasma membrane-associated protein,APMAP,1.12805,0.9922025
5503,"ATP-binding cassette sub-family B member 6, mitochondrial",ABCB6,0.8530525,0.9825900000000001
5505,Ras-related protein Rab-18,RAB18,0.981495,1.061125
5506,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13,ALG13,0.9606625,1.003695
5507,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,SSU72,1.054635,1.01696
5508,"28S ribosomal protein S30, mitochondrial",MRPS30,1.1021100000000001,1.1396000000000002
5509,Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2,DYNLRB1;DYNLRB2,1.0936725,1.0695925
5510,ER membrane protein complex subunit 7,EMC7,0.9664375000000001,0.94312
5512,Transcription and mRNA export factor ENY2,ENY2,0.900585,1.00145
5513,Exosome complex component RRP41,EXOSC4,1.1620249999999999,1.09395
5514,Ubiquitin-conjugating enzyme E2 T,UBE2T,0.95347,0.93398
5515,H/ACA ribonucleoprotein complex subunit 3,NOP10,1.0082025000000001,0.89535
5517,Probable tRNA N6-adenosine threonylcarbamoyltransferase,OSGEP,0.8974624999999999,0.9435475
5518,Lysophosphatidic acid phosphatase type 6,ACP6,1.134675,0.994025
5519,Inositol-3-phosphate synthase 1,ISYNA1,1.134695,NA
5520,mRNA-decapping enzyme 1A,DCP1A,1.5577999999999999,2.5429500000000003
5521,"Acyl-coenzyme A thioesterase 13;Acyl-coenzyme A thioesterase 13, N-terminally processed",ACOT13,1.0061225,0.9551825
5522,Mediator of RNA polymerase II transcription subunit 4,MED4,0.972355,1.02953
5523,Synembryn-A,RIC8A,1.0115775,1.0656
5524,Putative RNA-binding protein Luc7-like 1,LUC7L,1.0312000000000001,1.1153
5525,Leucine zipper transcription factor-like protein 1,LZTFL1,1.1337575000000002,1.12575
5526,"39S ribosomal protein L40, mitochondrial",MRPL40,1.036905,0.9272675000000001
5527,"Fructose-2,6-bisphosphatase TIGAR",TIGAR,1.089505,0.9555975000000001
5528,Reticulon-4;Reticulon,RTN4,1.1408749999999999,1.0192225
5530,Regulation of nuclear pre-mRNA domain-containing protein 1B,RPRD1B,1.0104,0.9592875
5531,Prefoldin subunit 4,PFDN4,1.06815,1.0202025
5532,Omega-amidase NIT2,NIT2,1.05106,0.9993399999999999
5533,Exosome complex component RRP46,EXOSC5,0.9254324999999999,1.0693000000000001
5534,Exosome complex component RRP40,EXOSC3,1.038275,1.1243750000000001
5535,Kinesin-like protein KIF13B;Kinesin-like protein,KIF13B,1.0368675,1.0467425000000001
5536,Actin-binding protein anillin,ANLN,1.071675,1.04585
5537,Xaa-Pro aminopeptidase 1,XPNPEP1,0.95678,1.0021025
5538,"StAR-related lipid transfer protein 7, mitochondrial",STARD7,1.510875,1.58335
5539,Baculoviral IAP repeat-containing protein 6,BIRC6,0.7667025000000001,0.9941575
5540,PDZ and LIM domain protein 7,PDLIM7,0.9775275,0.90124
5541,"Acetyl-coenzyme A synthetase, cytoplasmic",ACSS2,1.16485,0.9738975000000001
5542,"Diablo homolog, mitochondrial",DIABLO,1.080625,1.0122749999999998
5543,Nucleolar RNA helicase 2,DDX21,1.630675,1.15855
5544,GTP-binding protein SAR1a,SAR1A,0.98975,1.0601349999999998
5545,DNA polymerase epsilon subunit 4,POLE4,2.3727,NA
5546,Sialic acid synthase,NANS,1.072625,1.125175
5547,Translation initiation factor eIF-2B subunit gamma,EIF2B3,1.00614,1.0804
5548,Muscleblind-like protein 1,MBNL1,0.9794375,0.9612875000000001
5549,CTP synthase 2,CTPS2,1.0253425,1.224575
5550,DNA polymerase epsilon subunit 3,POLE3,1.0122025,0.9446025
5551,"ATP-binding cassette sub-family B member 10, mitochondrial",ABCB10,0.89686,0.94437
5553,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,AASDHPPT,0.9496225,0.954635
5554,Methyltransferase-like protein 5,METTL5,1.019705,1.0791825
5555,Oligosaccharyltransferase complex subunit OSTC,OSTC,1.0346950000000001,1.089275
5556,"Succinate dehydrogenase assembly factor 3, mitochondrial",SDHAF3,1.067,NA
5558,Ubiquilin-4,UBQLN4;UBQLN1,1.034125,1.0484200000000001
5559,Heme-binding protein 1,HEBP1,0.9619275,0.987425
5560,Ras-related protein Rab-6B,RAB6B,0.9280174999999999,1.06585
5562,Vacuolar protein sorting-associated protein 45,VPS45,1.122825,1.134925
5563,RNA-binding protein PNO1,PNO1,0.8851675000000001,1.0460775
5564,"39S ribosomal protein L17, mitochondrial",MRPL17,1.0095049999999999,0.9867950000000001
5565,14 kDa phosphohistidine phosphatase,PHPT1,1.3996499999999998,0.95134
5567,SOSS complex subunit C,INIP,0.778135,NA
5568,Rho GTPase-activating protein 35,ARHGAP35;GRLF1,0.9500075,1.044475
5569,Protein FAM114A2,FAM114A2,1.120625,0.9500875
5570,"Glutaredoxin-2, mitochondrial",GLRX2,1.1382725,0.9631425
5571,Mitochondrial import receptor subunit TOM22 homolog,TOMM22,0.9939300000000001,0.97995
5572,LanC-like protein 2,LANCL2,1.0507375,0.9741724999999999
5573,Kinesin-like protein KIF15,KIF15,0.9389775,1.0201099999999999
5575,Beta-catenin-interacting protein 1,CTNNBIP1,1.187435,1.370975
5576,Phenylalanine--tRNA ligase beta subunit,FARSB,1.0577,0.9909250000000001
5577,"Isoleucine--tRNA ligase, mitochondrial",IARS2,0.9992675,0.9777375
5580,Ubiquitin-like-conjugating enzyme ATG3,ATG3,0.9542325,1.010125
5581,Sister chromatid cohesion protein PDS5 homolog B,PDS5B,1.03241,1.0687000000000002
5582,Structural maintenance of chromosomes protein 4;Structural maintenance of chromosomes protein,SMC4,0.9208725,1.0231499999999998
5583,Alpha-mannosidase 2C1,MAN2C1,0.9422999999999999,0.945995
5584,Phosphatidylinositide phosphatase SAC1,SACM1L,1.0368249999999999,0.990175
5585,Copper homeostasis protein cutC homolog,CUTC,1.100885,1.240825
5586,Ethylmalonyl-CoA decarboxylase,ECHDC1,0.9827999999999999,1.146375
5587,RNA-binding protein 12,RBM12,1.0711,0.9854700000000001
5589,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",ACSS1,1.0559925,1.1435749999999998
5590,p53 and DNA damage-regulated protein 1,PDRG1,1.1657,0.9944000000000001
5591,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",ABHD10,1.07245,1.0294124999999998
5592,Probable ATP-dependent RNA helicase DDX28,DDX28,1.332925,2.7943725
5593,Transmembrane protein 106B,TMEM106B,1.43235,NA
5594,Probable lysosomal cobalamin transporter,LMBRD1,1.6912,NA
5595,Biogenesis of lysosome-related organelles complex 1 subunit 4,BLOC1S4,1.1006,0.917445
5596,Protein lin-7 homolog C,LIN7C,1.038275,1.0776
5597,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,AGPAT5,1.1522000000000001,1.1451875
5598,Gamma-taxilin,TXLNG,1.239325,1.194855
5599,SPATS2-like protein,SPATS2L,0.9907625,0.932745
5600,Ufm1-specific protease 2,UFSP2,1.0025625,1.077315
5601,ATP-binding cassette sub-family F member 3,ABCF3,1.05877,1.0140675000000001
5602,Protein FAM49B,FAM49B,0.9397825,0.9853975
5605,ATP-dependent RNA helicase DDX19A;ATP-dependent RNA helicase DDX19B,DDX19A;DDX19B,1.0060675,1.0196049999999999
5606,U3 small nucleolar ribonucleoprotein protein IMP3,IMP3,1.2480850000000001,1.05777
5607,Probable 8-oxo-dGTP diphosphatase NUDT15,NUDT15,1.04775,NA
5610,Exocyst complex component 1,EXOC1,1.2409750000000002,1.0426
5612,Ubiquinol-cytochrome-c reductase complex assembly factor 1,UQCC1,1.1775,1.059045
5613,Mediator of RNA polymerase II transcription subunit 17,MED17,0.9556525,0.9758550000000001
5614,Alpha-parvin,PARVA,0.9973875000000001,0.9202425000000001
5616,Pantothenate kinase 4,PANK4,1.015665,1.0422500000000001
5617,TBC1 domain family member 13,TBC1D13,0.9589775,1.0209375
5618,DnaJ homolog subfamily C member 11,DNAJC11,1.1168749999999998,1.139
5619,Integrator complex subunit 7,INTS7,1.24135,1.019345
5620,Fanconi anemia group I protein,FANCI,0.9751675,0.9963
5621,ATPase family AAA domain-containing protein 3A,ATAD3A,0.9859325,0.9597825
5622,ADP-ribosylation factor-like protein 8B,ARL8B,1.2828,0.9586525
5623,Protein arginine N-methyltransferase 7,PRMT7,1.00734,NA
5624,DnaJ homolog subfamily C member 17,DNAJC17,1.027135,1.1155
5625,Protein asunder homolog,ASUN,1.031395,0.986145
5626,Guanine nucleotide-binding protein-like 3-like protein,GNL3L,1.1136325,1.0212075
5627,ATP-dependent RNA helicase DDX18,DDX18,1.11063,0.9650924999999999
5628,Histone chaperone ASF1B,ASF1B,1.367925,1.019515
5630,Integrator complex subunit 10,INTS10,0.9878475,1.0101499999999999
5631,Pyridoxine-5-phosphate oxidase,PNPO,1.1741,0.97882
5632,Armadillo repeat-containing protein 1,ARMC1,0.9837325000000001,1.08985
5633,"Poly(A) RNA polymerase, mitochondrial",MTPAP,1.040265,1.125315
5635,Notchless protein homolog 1,NLE1,0.9049575,0.932705
5636,Adaptin ear-binding coat-associated protein 2,NECAP2,1.357275,1.09242
5637,DNA-directed RNA polymerase III subunit RPC2,POLR3B,0.979355,0.907575
5638,RNA-binding protein 28,RBM28,1.19727,1.0351650000000001
5639,Pre-mRNA-splicing factor RBM22,RBM22,2.26625,1.2958500000000002
5646,Peptidyl-prolyl cis-trans isomerase FKBP14,FKBP14,1.252325,1.2597325000000001
5647,Uncharacterized protein C14orf119,C14orf119,1.0963,NA
5648,PIH1 domain-containing protein 1,PIH1D1,0.9348650000000001,0.9666775
5650,Hypoxia-inducible factor 1-alpha inhibitor,HIF1AN,1.269175,1.48455
5651,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",OXSM,1.53725,1.1492499999999999
5652,Glucose-induced degradation protein 8 homolog,GID8,1.162175,1.34315
5653,UPF0587 protein C1orf123,C1orf123,1.022235,0.9889574999999999
5654,Ankyrin repeat and SOCS box protein 6,ASB6,1.0634700000000001,NA
5655,Probable tRNA(His) guanylyltransferase,THG1L,1.554375,0.9980125
5658,Thioredoxin-like protein 4B,TXNL4B,1.0507724999999999,1.0726725
5659,COMM domain-containing protein 8,COMMD8,1.31825,NA
5660,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",NDUFB11,0.95632,0.953515
5661,"39S ribosomal protein L16, mitochondrial",MRPL16,0.957395,0.8114874999999999
5662,OCIA domain-containing protein 1,OCIAD1,1.008545,0.9489325
5663,Poly(ADP-ribose) glycohydrolase ARH3,ADPRHL2,1.0820750000000001,1.0865999999999998
5664,E3 ubiquitin-protein ligase MARCH5,MARCH5,1.0901750000000001,1.085325
5665,Huntingtin-interacting protein K,HYPK,1.0938249999999998,0.9133275000000001
5666,Cell growth-regulating nucleolar protein,LYAR,1.138955,1.246575
5667,Inositol monophosphatase 3,IMPAD1,1.0796999999999999,1.0169975
5668,CKLF-like MARVEL transmembrane domain-containing protein 6,CMTM6,1.89695,1.18479
5669,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",SIRT5,1.12521,0.990855
5670,WD repeat-containing protein mio,MIOS,1.26235,2.1018499999999998
5672,Testis-expressed sequence 10 protein,TEX10,1.146,NA
5674,THUMP domain-containing protein 1,THUMPD1,1.027255,1.030855
5675,tRNA (guanine(26)-N(2))-dimethyltransferase,TRMT1,0.9194775,0.961345
5676,Pyroglutamyl-peptidase 1,PGPEP1,1.1099999999999999,1.0032725
5678,Nuclear distribution protein nudE homolog 1,NDE1,1.1757,1.965625
5679,BRCA1-A complex subunit BRE,BRE,1.0569,0.9859525
5682,H/ACA ribonucleoprotein complex subunit 1,GAR1,1.05127,0.9784149999999999
5683,Serine/threonine-protein phosphatase 4 regulatory subunit 2,PPP4R2,2.22175,NA
5684,Probable ATP-dependent RNA helicase DDX56,DDX56,1.1003875,1.327175
5685,Sphingosine kinase 1,SPHK1,1.028685,0.9644600000000001
5686,Telomeric repeat-binding factor 2-interacting protein 1,TERF2IP,1.1418,1.0497
5688,Bcl-2-associated transcription factor 1,BCLAF1,1.0561099999999999,0.9896475
5690,"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial",COA4,1.18315,0.9675175
5691,"39S ribosomal protein L39, mitochondrial",MRPL39,1.0641150000000001,0.9573775
5692,Tropomodulin-3,TMOD3,1.0265975,1.0039825
5693,BET1-like protein,BET1L,0.963735,1.0821
5694,Elongation of very long chain fatty acids protein 5;Elongation of very long chain fatty acids protein,ELOVL5,1.2178499999999999,1.115495
5696,UDP-glucose:glycoprotein glucosyltransferase 2,UGGT2,1.1111650000000002,0.9389125
5697,UDP-glucose:glycoprotein glucosyltransferase 1,UGGT1,0.977435,1.013525
5698,Cyclin-dependent kinase 12,CDK12,1.128625,1.1264750000000001
5699,FAST kinase domain-containing protein 2,FASTKD2,0.8965399999999999,0.8505175
5700,Very-long-chain enoyl-CoA reductase,TECR,0.950365,1.054975
5701,Endoplasmic reticulum aminopeptidase 1,ERAP1,1.1058,1.0104875
5702,Actin-related protein 10,ACTR10,0.9536549999999999,1.146265
5703,Vesicle transport protein USE1,USE1,0.9442475000000001,0.8618775
5704,CDGSH iron-sulfur domain-containing protein 1,CISD1,1.145175,1.00501
5707,Uncharacterized protein C9orf78,C9orf78,1.00521,NA
5708,Constitutive coactivator of PPAR-gamma-like protein 1,FAM120A,1.0605499999999999,1.01438
5709,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,SMARCAL1,1.9570500000000002,NA
5710,Maspardin,SPG21,1.053785,1.0878825
5712,Insulin-like growth factor 2 mRNA-binding protein 1,IGF2BP1,1.00392,0.9530624999999999
5714,Diphosphoinositol polyphosphate phosphohydrolase 2,NUDT4,0.8710325,0.988235
5715,Diphosphoinositol polyphosphate phosphohydrolase 2,NUDT4,1.0784500000000001,1.1546250000000002
5716,Hsp70-binding protein 1,HSPBP1,1.0069025,0.9346375
5717,Methionine adenosyltransferase 2 subunit beta,MAT2B,0.9005974999999999,0.97461
5718,Methionine adenosyltransferase 2 subunit beta,MAT2B,2.05485,1.17082
5719,Myoferlin,MYOF,1.011345,1.071675
5720,EH domain-containing protein 2,EHD2,1.42425,1.0575299999999999
5721,Rho guanine nucleotide exchange factor 12,ARHGEF12,1.0448650000000002,2.0417
5723,Opioid growth factor receptor,OGFR,1.055075,1.01495
5724,LIM and cysteine-rich domains protein 1,LMCD1,1.113635,1.02287
5725,Charged multivesicular body protein 5,CHMP5,1.7674750000000001,1.20703
5726,COMM domain-containing protein 9,COMMD9,0.944655,1.0829125
5728,"39S ribosomal protein L15, mitochondrial",MRPL15,1.0126724999999999,0.9619825
5729,Thymocyte nuclear protein 1,THYN1,0.927265,0.9946325
5731,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,NDUFAF4,1.091425,0.994175
5732,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,HACD3,1.1695,1.0440200000000002
5733,Mediator of RNA polymerase II transcription subunit 11,MED11,0.97436,NA
5735,ER membrane protein complex subunit 3,EMC3,1.039925,1.037175
5736,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,NDUFA13,1.0764325000000001,0.9834525
5737,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",PDP1,1.2074,NA
5738,Ankycorbin,RAI14,1.038205,0.9984200000000001
5739,Vesicle-associated membrane protein-associated protein A,VAPA,1.0533,0.980405
5743,Transmembrane protein 14C,TMEM14C,1.10005,1.087625
5744,SH3 domain-binding protein 4,SH3BP4,1.0891775,1.1687750000000001
5745,Costars family protein ABRACL,ABRACL,1.0622,0.984695
5747,Vacuolar protein sorting-associated protein 18 homolog,VPS18,0.89354,0.902515
5748,Protein RCC2,RCC2,0.8918699999999999,1.03605
5749,LisH domain and HEAT repeat-containing protein KIAA1468,KIAA1468,1.1079249999999998,1.022905
5750,Disco-interacting protein 2 homolog B,DIP2B,1.031775,0.99734
5752,BRCA2 and CDKN1A-interacting protein,BCCIP,1.0095425,0.957735
5753,Prostaglandin F2 receptor negative regulator,PTGFRN,1.101425,1.0106600000000001
5755,HEAT repeat-containing protein 5B,HEATR5B,1.008505,0.9755475
5756,NFX1-type zinc finger-containing protein 1,ZNFX1,1.1527500000000002,0.88676
5760,Cleavage and polyadenylation specificity factor subunit 2,CPSF2,1.44735,1.198075
5761,"Leucine--tRNA ligase, cytoplasmic",LARS,1.00851,1.00187
5762,Eukaryotic translation initiation factor 2-alpha kinase 4,EIF2AK4,0.99994,0.99868
5763,WD repeat-containing protein 35,WDR35,1.4217,NA
5764,RNA-binding protein 27,RBM27,0.9880575,1.0791749999999998
5765,Rabankyrin-5,ANKFY1,1.04285,0.967415
5766,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",SUCLA2,1.0662625000000001,0.9898750000000001
5768,Protein IMPACT,IMPACT,1.217375,0.9763275
5769,Ataxin-10,ATXN10,1.044775,1.0045899999999999
5771,Neurochondrin,NCDN,1.1094,0.923475
5772,Tuftelin-interacting protein 11,TFIP11,1.273725,1.233575
5774,"SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed",SAE1,0.9868525,1.0415
5775,Coatomer subunit gamma-2,COPG2,1.01483,0.9870950000000001
5776,C-type mannose receptor 2,MRC2,0.8252999999999999,1.0492474999999999
5779,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GNG12,1.0308775,0.874625
5780,Methionine synthase reductase,MTRR,0.984145,1.167595
5781,Set1/Ash2 histone methyltransferase complex subunit ASH2,ASH2L,1.1766999999999999,1.0324975
5782,7-dehydrocholesterol reductase,DHCR7,1.06689,1.2292
5783,Spastin,SPAST,0.988795,NA
5784,tRNA (guanine-N(7)-)-methyltransferase,METTL1,0.9966025000000001,1.42665
5785,PTB domain-containing engulfment adapter protein 1,GULP1,1.1849249999999998,0.99641
5786,Eukaryotic translation initiation factor 3 subunit K,EIF3K,0.976845,1.038525
5787,Glyoxylate reductase/hydroxypyruvate reductase,GRHPR,1.085025,1.0092150000000002
5788,Cathepsin Z,CTSZ,1.1016,0.8795725000000001
5790,DnaJ homolog subfamily B member 11,DNAJB11,1.06115,1.0586250000000001
5791,E3 ubiquitin-protein ligase RNF14,RNF14,0.9874900000000001,0.9700774999999999
5792,SUMO-activating enzyme subunit 2,UBA2,0.9365325,0.9854350000000001
5795,Protein sel-1 homolog 1,SEL1L,1.130525,1.0408475
5796,Peflin,PEF1,1.07605,0.986085
5797,Zinc finger MYM-type protein 2,ZMYM2,0.98787,NA
5798,COP9 signalosome complex subunit 7a,COPS7A,1.0109425,1.0470000000000002
5800,"Alpha-aminoadipic semialdehyde synthase, mitochondrial;Lysine ketoglutarate reductase;Saccharopine dehydrogenase",AASS,1.0406875,1.1774775
5801,CAP-Gly domain-containing linker protein 2,CLIP2,0.98275,2.14435
5802,Cytochrome b-c1 complex subunit 9,UQCR10,1.3346,1.0180449999999999
5803,Tight junction protein ZO-2,TJP2,1.1675499999999999,0.9792325
5804,DnaJ homolog subfamily B member 4,DNAJB4,1.07582,1.01823
5805,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,MALT1,1.1533,1.174675
5806,Death domain-associated protein 6,DAXX,1.08949,1.681375
5807,Putative tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase,FTSJ1,1.34635,NA
5808,Vesicle transport through interaction with t-SNAREs homolog 1B,VTI1B,1.0962749999999999,1.0653000000000001
5809,STE20/SPS1-related proline-alanine-rich protein kinase,STK39,0.619175,0.9614450000000001
5812,CGG triplet repeat-binding protein 1,CGGBP1,1.0562,1.163775
