id,Protein names,Gene names,PRO_30m_med,PRO_4h_med
5209,ER membrane protein complex subunit 6,EMC6,1.0666,1.1958
5210,"N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed",NTMT1,0.93595,1.0594
5212,Transmembrane protein 109,TMEM109,1.0538,1.0046
5213,Protein PBDC1,PBDC1,0.93736,1.0273
5215,Nucleolar complex protein 4 homolog,NOC4L,0.88092,0.95366
5216,U3 small nucleolar RNA-associated protein 14 homolog A,UTP14A,0.90884,0.96088
5217,Dual specificity protein phosphatase 23,DUSP23,1.1465,0.91075
5219,Transmembrane emp24 domain-containing protein 9,TMED9,1.0577,0.97181
5220,Protein DPCD,DPCD,1.5506,1.1111
5221,Guanine nucleotide-binding protein-like 3,GNL3,0.8912,0.92853
5224,Mitochondrial import inner membrane translocase subunit Tim21,TIMM21,1.0668,1.0158
5228,Elongation of very long chain fatty acids protein 1,ELOVL1,1.1914,0.97346
5231,"HIG1 domain family member 2A, mitochondrial",HIGD2A,0.92152,1.944
5234,"Threonine--tRNA ligase, mitochondrial",TARS2,1.0011,0.91406
5235,"Acetyl-CoA acetyltransferase, cytosolic",ACAT2,0.85853,1.0291
5236,RNA-binding protein 4;RNA-binding protein 4B,RBM4;RBM4B,0.96368,1.0441
5239,FUN14 domain-containing protein 2,FUNDC2,1.0631,0.95902
5240,RNA polymerase II-associated protein 1,RPAP1,0.94459,0.94582
5241,Splicing factor 3B subunit 5,SF3B5,1.0595,1.0633
5242,Chitinase domain-containing protein 1,CHID1,0.95118,1.0304
5244,"Histidine triad nucleotide-binding protein 2, mitochondrial",HINT2,1.0266,0.91091
5246,Oxysterol-binding protein-related protein 11,OSBPL11,1.0471,1.0652
5248,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,0.9842,0.97207
5249,Bcl-2-like protein 13,BCL2L13,1.0739,0.98287
5250,Solute carrier family 12 member 9,SLC12A9,1.0608,NA
5251,Serrate RNA effector molecule homolog,SRRT,0.97278,0.96765
5252,Queuine tRNA-ribosyltransferase,QTRT1,1.0471,1.194
5253,AP-1 complex subunit mu-1,AP1M1,1.0097,0.96115
5255,Oxysterol-binding protein-related protein 1,OSBPL1A,0.85071,0.7597
5256,Cat eye syndrome critical region protein 5,CECR5,0.92278,0.98476
5257,Fanconi anemia group D2 protein,FANCD2,0.91492,0.9855
5260,Inosine triphosphate pyrophosphatase,ITPA,1.093,0.98007
5261,Charged multivesicular body protein 4a,CHMP4A,1.1156,1.0262
5262,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",EIF2A,0.9685,0.99179
5265,"39S ribosomal protein L20, mitochondrial",MRPL20,0.99099,0.95745
5266,"39S ribosomal protein L13, mitochondrial",MRPL13,1.0464,0.97194
5267,"39S ribosomal protein L9, mitochondrial",MRPL9,0.94393,0.91569
5268,"39S ribosomal protein L1, mitochondrial",MRPL1,1.037,1.0407
5272,Sulfiredoxin-1,SRXN1,1.1437,1.0411
5273,"28S ribosomal protein S26, mitochondrial",MRPS26,0.918,0.91578
5274,"Neurolysin, mitochondrial",NLN,1.1174,1.0565
5275,Centrosomal protein of 41 kDa,CEP41,1.0606,1.2453
5276,"Pantothenate kinase 2, mitochondrial",PANK2,1.2965,1.727
5278,Kinetochore protein Nuf2,NUF2,1.0973,1.051
5279,"39S ribosomal protein L37, mitochondrial",MRPL37,0.97118,0.94983
5280,Nucleolar GTP-binding protein 1,GTPBP4,0.89431,1.0214
5282,Oxysterol-binding protein-related protein 8;Oxysterol-binding protein,OSBPL8,1.0979,1.2714
5283,Oxysterol-binding protein-related protein 6,OSBPL6,1.2906,1.0408
5284,Uveal autoantigen with coiled-coil domains and ankyrin repeats,UACA,1.0236,1.0229
5285,WD repeat-containing protein 11,WDR11,0.94465,0.95173
5287,F-box-like/WD repeat-containing protein TBL1XR1,TBL1XR1,0.83508,1.0253
5288,Ubiquitin-like protein 5,UBL5,1.0613,0.79007
5289,ER degradation-enhancing alpha-mannosidase-like protein 3,EDEM3,1.1024,0.97197
5290,Protein Niban,FAM129A,1.0841,1.047
5291,Uridine-cytidine kinase 2,UCK2,0.89115,0.92809
5292,Apoptosis inhibitor 5,API5,0.93223,1.0665
5293,Protein sprouty homolog 4,SPRY4,0.98281,0.89451
5295,Tripartite motif-containing protein 2,TRIM2,1.731,2.6264
5300,182 kDa tankyrase-1-binding protein,TNKS1BP1,1.2675,1.0969
5302,E2/E3 hybrid ubiquitin-protein ligase UBE2O,UBE2O,1.0127,1.0488
5303,Protein TANC1,TANC1,0.94342,1.0326
5305,pre-mRNA 3 end processing protein WDR33,WDR33,1.1963,1.423
5306,Ribosome biogenesis protein WDR12,WDR12,1.0421,0.91855
5307,UPF0687 protein C20orf27,C20orf27,1.0761,0.92897
5308,PITH domain-containing protein 1,PITHD1,1.0357,0.97799
5309,Derlin-2,DERL2,1.0554,0.99627
5312,"WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed",WDR61,1.0024,1.0016
5313,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",SLIRP,1.0218,0.97771
5315,NIF3-like protein 1,NIF3L1,1.0622,1.0622
5316,Egl nine homolog 1,EGLN1,1.0781,1.3334
5317,Protein FAM192A,FAM192A;NIP30,1.0253,0.90047
5318,WW domain-containing transcription regulator protein 1,WWTR1,1.0048,0.6875
5319,Cytochrome c oxidase assembly factor 1 homolog,COA1,0.76396,0.9094
5320,Mitochondrial fission factor,MFF,0.96662,1.0705
5321,Ubiquitin-like modifier-activating enzyme 5,UBA5,1.0804,1.2018
5322,Transmembrane protein 126A,TMEM126A,0.97235,1.0472
5323,Polyadenylate-binding protein-interacting protein 1,PAIP1,0.89051,1.1666
5325,Caseinolytic peptidase B protein homolog,CLPB,0.91403,1.0038
5326,Protein MIS12 homolog,MIS12,1.2155,1.1969
5327,Large subunit GTPase 1 homolog,LSG1,1.0878,0.90786
5328,N-acetyltransferase 10,NAT10,1.1494,1.0883
5329,COMM domain-containing protein 4,COMMD4,1.163,1.0735
5330,Kinesin light chain 2,KLC2,1.1661,0.94151
5331,Integrin-linked kinase-associated serine/threonine phosphatase 2C,ILKAP;ILKAP3,0.92801,1.2282
5332,5-3 exoribonuclease 2,XRN2,1.0377,1.031
5333,Toll-interacting protein,TOLLIP,1.1289,1.0006
5335,Rac GTPase-activating protein 1,RACGAP1,0.96474,0.87692
5337,Poly [ADP-ribose] polymerase 12,PARP12,1.3986,1.3951
5339,5-nucleotidase;Cytosolic 5-nucleotidase 3A,NT5C3A,0.96773,1.0645
5341,Probable ATP-dependent RNA helicase DDX47,DDX47,1.1499,1.2187
5342,Ras-related protein Rab-1B,RAB1B,1.1933,0.98273
5343,"39S ribosomal protein L18, mitochondrial",MRPL18,0.99421,0.96759
5344,VIP36-like protein,LMAN2L,1.177,1.449
5345,Protein SMG9,SMG9,0.92397,1.1645
5346,Anaphase-promoting complex subunit 1,ANAPC1,1.0824,0.96554
5347,Interferon regulatory factor 2-binding protein-like,IRF2BPL,0.98527,1.7366
5348,Cysteine-rich and transmembrane domain-containing protein 1,CYSTM1,13.376,1.019
5349,DNA-directed RNA polymerase III subunit RPC6,POLR3F,1.2786,2.8541
5351,Thioredoxin-related transmembrane protein 4,TMX4,1.1237,1.0749
5352,Activating signal cointegrator 1 complex subunit 2,ASCC2,1.1104,1.0088
5354,WD repeat-containing protein 13,WDR13,1.5397,1.608
5356,EH domain-containing protein 4,EHD4,0.96798,1.0641
5358,Vacuolar protein sorting-associated protein 11 homolog,VPS11,1.0242,0.98864
5359,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,1.2094,1.0509
5362,STE20-like serine/threonine-protein kinase,SLK,1.0256,1.0318
5363,Testis-specific Y-encoded-like protein 2,TSPYL2,1.0941,0.90135
5364,Phosducin-like protein 3,PDCL3,0.94743,0.99982
5365,Sodium-dependent neutral amino acid transporter B(0)AT2,SLC6A15,1.1662,1.0403
5366,Serine/threonine-protein kinase TAO3,TAOK3,0.94232,1.0006
5367,Rab3 GTPase-activating protein non-catalytic subunit,RAB3GAP2,0.94758,0.97343
5368,Activity-dependent neuroprotector homeobox protein,ADNP,1.4664,3.1684
5370,ATP-dependent RNA helicase DHX36,DHX36,1.0172,0.96061
5371,"Inorganic pyrophosphatase 2, mitochondrial",PPA2,1.1532,0.99594
5372,Protein spinster homolog 1,SPNS1,1.0094,1.6416
5373,"39S ribosomal protein L46, mitochondrial",MRPL46,1.0034,0.99466
5374,Pinin,PNN,1.146,1.0799
5376,UPF0696 protein C11orf68,C11orf68,1.1475,1.4593
5377,Growth hormone-inducible transmembrane protein,GHITM,1.0068,0.86153
5378,BolA-like protein 2,BOLA2;BOLA2B,1.1394,1.0139
5379,Thioredoxin-related transmembrane protein 1,TMX1,0.96378,0.99465
5381,Golgi resident protein GCP60,ACBD3,1.0578,1.0146
5384,Tyrosine-protein phosphatase non-receptor type 23,PTPN23,1.0532,0.95588
5385,Protein unc-45 homolog A,UNC45A,1.1128,1.0226
5387,DnaJ homolog subfamily C member 5,DNAJC5,1.0021,1.1091
5388,Uncharacterized protein C1orf198,C1orf198,0.96133,0.84069
5389,Charged multivesicular body protein 4b,CHMP4B,1.0701,1.07
5390,GDP-fucose protein O-fucosyltransferase 1,POFUT1,1.0861,0.88359
5395,Aminopeptidase B,RNPEP,0.96543,0.99891
5396,Golgi phosphoprotein 3,GOLPH3,1.1831,1.0067
5400,Oxysterol-binding protein-related protein 3,OSBPL3,1.1437,1.0332
5401,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,SMARCAD1,1.038,0.94879
5402,EH domain-containing protein 1,EHD1,1.0667,0.97323
5403,ESF1 homolog,ESF1,1.1396,1.0798
5404,"HEAT repeat-containing protein 1;HEAT repeat-containing protein 1, N-terminally processed",HEATR1,1.054,0.97275
5406,"Dimethyladenosine transferase 2, mitochondrial",TFB2M,0.97389,0.92282
5408,MIP18 family protein FAM96A,FAM96A,0.96764,1.0103
5409,Coiled-coil domain-containing protein 134,CCDC134,1.0395,1.1565
5411,Coiled-coil domain-containing protein 86,CCDC86,1.2035,1.1019
5414,Nucleolar protein 6,NOL6,1.1468,2.2432
5417,Probable ATP-dependent RNA helicase YTHDC2,YTHDC2,1.0282,0.93229
5418,RNA polymerase II-associated protein 3,RPAP3,1.0638,1.0109
5419,Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66,NO66,1.1483,1.2095
5420,WD repeat-containing protein 55,WDR55,1.1282,1.1438
5421,dCTP pyrophosphatase 1,DCTPP1,1.0122,0.93875
5422,Ribosome production factor 2 homolog,RPF2,0.75804,0.94248
5424,Dedicator of cytokinesis protein 5,DOCK5,1.09,1.0289
5425,WD repeat-containing protein 26,WDR26,0.90818,0.9142
5426,UPF0488 protein C8orf33,C8orf33,1.0018,1.0714
5431,Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,PTGES2,1.1702,1.0372
5432,Phosphorylated adapter RNA export protein,PHAX,1.1164,3.131
5433,Ubiquitin-conjugating enzyme E2 Z,UBE2Z,0.87803,0.96141
5434,Gem-associated protein 7,GEMIN7,0.92607,0.95903
5435,"Acyl-CoA dehydrogenase family member 9, mitochondrial",ACAD9,0.9323,1.026
5436,5-nucleotidase domain-containing protein 2,NT5DC2,1.0401,0.96732
5439,MOB kinase activator 1A,MOB1A,0.9909,0.95198
5440,Golgi reassembly-stacking protein 2,GORASP2,0.91787,1.0167
5441,Mitochondrial glutamate carrier 1,SLC25A22,1.172,0.898
5442,Queuine tRNA-ribosyltransferase subunit QTRTD1,QTRTD1,0.99194,1.106
5443,Protein-glutamate O-methyltransferase,ARMT1,1.1161,1.042
5446,Leucine-rich repeat-containing protein 40,LRRC40,0.86706,0.98639
5447,Sideroflexin-1,SFXN1,1.0326,1.0193
5448,Conserved oligomeric Golgi complex subunit 4,COG4,0.97987,1.2274
5450,"39S ribosomal protein L44, mitochondrial",MRPL44,0.99128,0.9536
5451,Elongator complex protein 3,ELP3,0.95966,0.94381
5452,DNA-directed RNA polymerase I subunit RPA2,POLR1B,0.98516,1.148
5453,Ketosamine-3-kinase,FN3KRP,1.0424,1.0942
5455,"Probable cysteine--tRNA ligase, mitochondrial",CARS2,0.96154,0.98561
5456,Phosphopantothenate--cysteine ligase,PPCS,1.0082,0.97985
5458,Regulator of nonsense transcripts 2,UPF2,1.0165,1.0015
5459,Exportin-5,XPO5,0.96396,0.99985
5460,"GrpE protein homolog 1, mitochondrial",GRPEL1,0.94444,0.96808
5461,"UPF0160 protein MYG1, mitochondrial",C12orf10,1.0398,0.97341
5462,Retinoid-inducible serine carboxypeptidase,SCPEP1,1.0758,0.97735
5463,,MKKS,1.1551,0.97583
5464,Calcyclin-binding protein,CACYBP,0.97604,1.0202
5465,Ras-related GTP-binding protein C;Ras-related GTP-binding protein D,RRAGC;RRAGD,1.0977,1.0605
5468,"Peptide deformylase, mitochondrial",PDF,1.0438,0.69045
5469,Retinol dehydrogenase 14,RDH14,1.0821,1.0972
5470,Beta-parvin,PARVB,0.97286,0.99714
5471,Plasminogen receptor (KT),PLGRKT,0.94436,1.0935
5472,NmrA-like family domain-containing protein 1,NMRAL1,1.1778,1.1
5473,Kinetochore protein Spc25,SPC25,1.1186,1.0858
5475,Transmembrane protein 165,TMEM165,1.2115,1.0902
5476,Mitochondrial thiamine pyrophosphate carrier,SLC25A19,0.96069,1.0407
5477,Echinoderm microtubule-associated protein-like 4,EML4,0.94891,1.1097
5479,Glyoxalase domain-containing protein 4,GLOD4,1.1534,0.98148
5481,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,1.0165,0.94142
5484,Pre-mRNA-splicing factor CWC22 homolog,CWC22,1.4688,1.4622
5485,Progressive ankylosis protein homolog,ANKH,1.1494,0.89973
5486,Synaptic vesicle membrane protein VAT-1 homolog-like,VAT1L,1.3876,0.75782
5487,Chromodomain-helicase-DNA-binding protein 8,CHD8,1.1102,0.96814
5490,GPN-loop GTPase 1,GPN1,1.4307,1.0442
5491,Stromal cell-derived factor 2-like protein 1,SDF2L1,1.1538,1.0684
5492,Pre-mRNA-splicing factor SYF1,XAB2,1.0683,1.1308
5493,Prolactin regulatory element-binding protein,PREB,1.2833,1.018
5495,Steroid receptor RNA activator 1,SRA1,1.1384,1.0441
5496,Manganese-transporting ATPase 13A1,ATP13A1,0.98193,0.93239
5497,Golgi-associated PDZ and coiled-coil motif-containing protein,GOPC,1.1631,1.0895
5498,"39S ribosomal protein L47, mitochondrial",MRPL47,1.1427,1.0352
5499,LYR motif-containing protein 4,LYRM4,1.0904,0.95768
5500,Transmembrane 9 superfamily member 3,TM9SF3,1.0512,0.99753
5501,Ran guanine nucleotide release factor,RANGRF,0.9203,1.0523
5502,Adipocyte plasma membrane-associated protein,APMAP,1.1261,0.99743
5503,"ATP-binding cassette sub-family B member 6, mitochondrial",ABCB6,0.78973,0.99899
5505,Ras-related protein Rab-18,RAB18,0.98222,1.0711
5506,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13,ALG13,0.97448,1.0154
5507,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,SSU72,1.0173,1.1041
5508,"28S ribosomal protein S30, mitochondrial",MRPS30,1.1312,1.1323
5509,Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2,DYNLRB1;DYNLRB2,1.0884,1.0462
5510,ER membrane protein complex subunit 7,EMC7,0.95703,0.91512
5512,Transcription and mRNA export factor ENY2,ENY2,0.88661,1.0118
5513,Exosome complex component RRP41,EXOSC4,1.1376,1.095
5514,Ubiquitin-conjugating enzyme E2 T,UBE2T,0.94015,0.93558
5515,H/ACA ribonucleoprotein complex subunit 3,NOP10,0.97517,0.9579
5517,Probable tRNA N6-adenosine threonylcarbamoyltransferase,OSGEP,0.88167,0.92076
5518,Lysophosphatidic acid phosphatase type 6,ACP6,1.1081,1.0134
5520,mRNA-decapping enzyme 1A,DCP1A,1.3556,3.4887
5521,"Acyl-coenzyme A thioesterase 13;Acyl-coenzyme A thioesterase 13, N-terminally processed",ACOT13,1.0134,0.94975
5522,Mediator of RNA polymerase II transcription subunit 4,MED4,0.95575,1.0811
5523,Synembryn-A,RIC8A,0.97317,1.0144
5524,Putative RNA-binding protein Luc7-like 1,LUC7L,0.92032,1.3015
5525,Leucine zipper transcription factor-like protein 1,LZTFL1,1.0499,1.1643
5526,"39S ribosomal protein L40, mitochondrial",MRPL40,1.0258,0.96921
5527,"Fructose-2,6-bisphosphatase TIGAR",TIGAR,1.0594,0.97324
5528,Reticulon-4;Reticulon,RTN4,1.1125,1.019
5530,Regulation of nuclear pre-mRNA domain-containing protein 1B,RPRD1B,1.0025,0.96763
5531,Prefoldin subunit 4,PFDN4,1.0466,1.0299
5532,Omega-amidase NIT2,NIT2,1.0607,1.005
5533,Exosome complex component RRP46,EXOSC5,0.88406,1.0544
5534,Exosome complex component RRP40,EXOSC3,1.0243,1.1078
5535,Kinesin-like protein KIF13B;Kinesin-like protein,KIF13B,1.0299,1.0498
5536,Actin-binding protein anillin,ANLN,1.1115,1.1171
5537,Xaa-Pro aminopeptidase 1,XPNPEP1,0.9685,0.98758
5538,"StAR-related lipid transfer protein 7, mitochondrial",STARD7,1.3965,1.4992
5539,Baculoviral IAP repeat-containing protein 6,BIRC6,0.75143,1.015
5540,PDZ and LIM domain protein 7,PDLIM7,1.0081,0.8992
5541,"Acetyl-coenzyme A synthetase, cytoplasmic",ACSS2,1.1756,0.98514
5542,"Diablo homolog, mitochondrial",DIABLO,1.1212,1.0129
5543,Nucleolar RNA helicase 2,DDX21,1.5932,1.0541
5544,GTP-binding protein SAR1a,SAR1A,0.99894,1.0674
5546,Sialic acid synthase,NANS,1.077,1.0866
5547,Translation initiation factor eIF-2B subunit gamma,EIF2B3,1.0114,1.0791
5548,Muscleblind-like protein 1,MBNL1,0.93433,0.951
5549,CTP synthase 2,CTPS2,0.89034,1.3148
5550,DNA polymerase epsilon subunit 3,POLE3,1.0341,0.94091
5551,"ATP-binding cassette sub-family B member 10, mitochondrial",ABCB10,0.88538,1.0222
5553,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,AASDHPPT,0.97627,0.97105
5554,Methyltransferase-like protein 5,METTL5,1.0481,1.0778
5555,Oligosaccharyltransferase complex subunit OSTC,OSTC,1.0396,1.072
5558,Ubiquilin-4,UBQLN4;UBQLN1,1.0429,1.0139
5559,Heme-binding protein 1,HEBP1,0.9651,0.97726
5560,Ras-related protein Rab-6B,RAB6B,0.95188,1.0742
5562,Vacuolar protein sorting-associated protein 45,VPS45,1.1058,1.1691
5563,RNA-binding protein PNO1,PNO1,0.86684,1.0007
5564,"39S ribosomal protein L17, mitochondrial",MRPL17,1.0023,0.93206
5565,14 kDa phosphohistidine phosphatase,PHPT1,1.4025,0.9721
5568,Rho GTPase-activating protein 35,ARHGAP35;GRLF1,0.95997,1.0507
5569,Protein FAM114A2,FAM114A2,1.1155,0.94637
5570,"Glutaredoxin-2, mitochondrial",GLRX2,1.1957,0.968
5571,Mitochondrial import receptor subunit TOM22 homolog,TOMM22,0.9915,0.99473
5572,LanC-like protein 2,LANCL2,1.0317,0.96361
5573,Kinesin-like protein KIF15,KIF15,0.92018,1.0584
5575,Beta-catenin-interacting protein 1,CTNNBIP1,1.058,1.4259
5576,Phenylalanine--tRNA ligase beta subunit,FARSB,1.0445,0.98378
5577,"Isoleucine--tRNA ligase, mitochondrial",IARS2,0.99515,0.97496
5580,Ubiquitin-like-conjugating enzyme ATG3,ATG3,0.91061,1.015
5581,Sister chromatid cohesion protein PDS5 homolog B,PDS5B,1.0439,1.093
5582,Structural maintenance of chromosomes protein 4;Structural maintenance of chromosomes protein,SMC4,0.91536,1.0101
5583,Alpha-mannosidase 2C1,MAN2C1,0.93384,0.92278
5584,Phosphatidylinositide phosphatase SAC1,SACM1L,1.0263,0.9851
5585,Copper homeostasis protein cutC homolog,CUTC,1.0475,1.1721
5586,Ethylmalonyl-CoA decarboxylase,ECHDC1,0.95824,1.145
5587,RNA-binding protein 12,RBM12,1.063,0.98546
5589,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",ACSS1,0.99185,1.146
5590,p53 and DNA damage-regulated protein 1,PDRG1,1.1468,0.9424
5591,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",ABHD10,1.0645,1.0674
5592,Probable ATP-dependent RNA helicase DDX28,DDX28,1.2642,1.6878
5595,Biogenesis of lysosome-related organelles complex 1 subunit 4,BLOC1S4,1.1007,0.92458
5596,Protein lin-7 homolog C,LIN7C,1.0369,1.0549
5597,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,AGPAT5,1.1425,1.1598
5598,Gamma-taxilin,TXLNG,1.1463,1.31
5599,SPATS2-like protein,SPATS2L,0.98701,0.98802
5600,Ufm1-specific protease 2,UFSP2,0.96572,1.0713
5601,ATP-binding cassette sub-family F member 3,ABCF3,1.0598,0.98145
5602,Protein FAM49B,FAM49B,0.93059,0.97087
5605,ATP-dependent RNA helicase DDX19A;ATP-dependent RNA helicase DDX19B,DDX19A;DDX19B,0.99882,1.0224
5606,U3 small nucleolar ribonucleoprotein protein IMP3,IMP3,1.2267,1.0235
5610,Exocyst complex component 1,EXOC1,1.201,1.0432
5612,Ubiquinol-cytochrome-c reductase complex assembly factor 1,UQCC1,1.2408,1.0337
5613,Mediator of RNA polymerase II transcription subunit 17,MED17,0.94205,0.98482
5614,Alpha-parvin,PARVA,0.9746,0.91984
5616,Pantothenate kinase 4,PANK4,1.0152,1.0397
5617,TBC1 domain family member 13,TBC1D13,0.98501,1.0351
5618,DnaJ homolog subfamily C member 11,DNAJC11,1.1055,1.1961
5619,Integrator complex subunit 7,INTS7,1.218,1.0831
5620,Fanconi anemia group I protein,FANCI,0.96325,0.99945
5621,ATPase family AAA domain-containing protein 3A,ATAD3A,1.006,0.96719
5622,ADP-ribosylation factor-like protein 8B,ARL8B,1.2991,0.97162
5624,DnaJ homolog subfamily C member 17,DNAJC17,1.0746,1.1647
5625,Protein asunder homolog,ASUN,1.0129,1.0367
5626,Guanine nucleotide-binding protein-like 3-like protein,GNL3L,1.1076,1.001
5627,ATP-dependent RNA helicase DDX18,DDX18,1.1748,0.95317
5628,Histone chaperone ASF1B,ASF1B,1.4116,1.0726
5630,Integrator complex subunit 10,INTS10,0.99268,0.99844
5631,Pyridoxine-5-phosphate oxidase,PNPO,1.1037,0.989
5632,Armadillo repeat-containing protein 1,ARMC1,0.96113,1.0892
5633,"Poly(A) RNA polymerase, mitochondrial",MTPAP,1.1358,1.2566
5635,Notchless protein homolog 1,NLE1,0.88321,0.92469
5636,Adaptin ear-binding coat-associated protein 2,NECAP2,1.3612,1.1012
5637,DNA-directed RNA polymerase III subunit RPC2,POLR3B,1.0073,0.90556
5638,RNA-binding protein 28,RBM28,1.1875,1.065
5639,Pre-mRNA-splicing factor RBM22,RBM22,1.9819,1.3952
5646,Peptidyl-prolyl cis-trans isomerase FKBP14,FKBP14,1.1297,1.1749
5648,PIH1 domain-containing protein 1,PIH1D1,0.9274,0.98156
5650,Hypoxia-inducible factor 1-alpha inhibitor,HIF1AN,1.2765,1.6184
5651,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",OXSM,1.5063,1.1577
5652,Glucose-induced degradation protein 8 homolog,GID8,1.1529,1.1981
5653,UPF0587 protein C1orf123,C1orf123,1.0274,0.9736
5655,Probable tRNA(His) guanylyltransferase,THG1L,1.516,1.0098
5658,Thioredoxin-like protein 4B,TXNL4B,0.9362,1.0525
5660,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",NDUFB11,0.92568,0.95221
